iteration,chain,data_new_deaths[1],data_new_deaths[2],data_new_deaths[3],data_new_deaths[4],data_new_deaths[5],data_new_deaths[6],data_new_deaths[7],data_new_deaths[8],data_new_deaths[9],data_new_deaths[10],data_new_deaths[11],data_new_deaths[12],data_new_deaths[13],data_new_deaths[14],data_new_deaths[15],data_new_deaths[16],data_new_deaths[17],data_new_deaths[18],data_new_deaths[19],data_new_deaths[20],data_new_deaths[21],data_new_deaths[22],data_new_deaths[23],data_new_deaths[24],data_new_deaths[25],data_new_deaths[26],data_new_deaths[27],data_new_deaths[28],data_new_deaths[29],data_new_deaths[30],data_new_deaths[31],data_new_deaths[32],data_new_deaths[33],data_new_deaths[34],data_new_deaths[35],data_new_deaths[36],data_new_deaths[37],data_new_deaths[38],data_new_deaths[39],data_new_deaths[40],data_new_deaths[41],data_new_deaths[42],data_new_cases[1],data_new_cases[2],data_new_cases[3],data_new_cases[4],data_new_cases[5],data_new_cases[6],data_new_cases[7],data_new_cases[8],data_new_cases[9],data_new_cases[10],data_new_cases[11],data_new_cases[12],data_new_cases[13],data_new_cases[14],data_new_cases[15],data_new_cases[16],data_new_cases[17],data_new_cases[18],data_new_cases[19],data_new_cases[20],data_new_cases[21],data_new_cases[22],data_new_cases[23],data_new_cases[24],data_new_cases[25],data_new_cases[26],data_new_cases[27],data_new_cases[28],data_new_cases[29],data_new_cases[30],data_new_cases[31],data_new_cases[32],data_new_cases[33],data_new_cases[34],data_new_cases[35],data_new_cases[36],data_new_cases[37],data_new_cases[38],data_new_cases[39],data_new_cases[40],data_new_cases[41],data_new_cases[42],data_seroprev_cases[1]
58,1,9.0,15.0,12.0,13.0,22.0,31.0,30.0,47.0,47.0,49.0,44.0,86.0,75.0,72.0,79.0,70.0,92.0,84.0,76.0,99.0,66.0,61.0,46.0,46.0,44.0,42.0,40.0,29.0,19.0,21.0,24.0,28.0,35.0,37.0,62.0,98.0,181.0,250.0,275.0,399.0,492.0,511.0,453.0,477.0,523.0,758.0,803.0,1235.0,1025.0,1696.0,1669.0,1644.0,2525.0,3590.0,7295.0,6199.0,5989.0,5691.0,4240.0,3555.0,3006.0,2616.0,2039.0,1251.0,1380.0,1170.0,1119.0,1436.0,1177.0,1477.0,1392.0,1854.0,2042.0,2962.0,4156.0,7766.0,9209.0,17518.0,22114.0,26139.0,23411.0,27687.0,28706.0,23753.0,352.0
59,1,11.0,9.0,23.0,20.0,27.0,34.0,40.0,40.0,35.0,40.0,53.0,79.0,72.0,64.0,80.0,99.0,88.0,99.0,92.0,97.0,75.0,54.0,56.0,46.0,44.0,48.0,24.0,36.0,33.0,24.0,19.0,13.0,38.0,42.0,73.0,68.0,163.0,230.0,346.0,342.0,500.0,413.0,353.0,504.0,450.0,640.0,1178.0,1164.0,724.0,1427.0,1482.0,2137.0,2018.0,3275.0,5995.0,6083.0,6644.0,6192.0,4172.0,3850.0,3189.0,2063.0,1628.0,1797.0,1063.0,1288.0,1128.0,1635.0,1269.0,2214.0,1349.0,1407.0,2089.0,2582.0,4005.0,7387.0,8724.0,15791.0,21544.0,25723.0,22273.0,26177.0,27927.0,21193.0,339.0
60,1,9.0,8.0,7.0,13.0,16.0,18.0,25.0,25.0,44.0,41.0,55.0,48.0,70.0,55.0,124.0,63.0,101.0,88.0,64.0,78.0,71.0,55.0,61.0,36.0,51.0,35.0,38.0,28.0,24.0,28.0,25.0,31.0,34.0,41.0,46.0,106.0,135.0,255.0,333.0,402.0,433.0,442.0,419.0,328.0,494.0,667.0,809.0,1237.0,988.0,1432.0,1602.0,1640.0,2012.0,3620.0,6017.0,6427.0,6484.0,5128.0,4612.0,4136.0,3422.0,1420.0,2119.0,1401.0,1004.0,1105.0,1487.0,1201.0,962.0,1292.0,1807.0,1215.0,1650.0,2038.0,3918.0,6446.0,8146.0,14331.0,20072.0,28140.0,20813.0,26365.0,26394.0,21912.0,317.0
61,1,10.0,12.0,14.0,14.0,18.0,24.0,31.0,32.0,46.0,61.0,59.0,54.0,80.0,70.0,71.0,76.0,114.0,89.0,72.0,79.0,76.0,66.0,49.0,53.0,57.0,31.0,43.0,26.0,21.0,21.0,24.0,25.0,51.0,35.0,65.0,111.0,174.0,263.0,294.0,337.0,456.0,448.0,380.0,435.0,564.0,676.0,1059.0,1078.0,1392.0,1510.0,1132.0,1830.0,2485.0,3808.0,6263.0,6456.0,7192.0,4838.0,3879.0,3716.0,2494.0,1985.0,1951.0,1567.0,1462.0,1208.0,1184.0,1554.0,927.0,1444.0,2025.0,1718.0,1459.0,3166.0,4249.0,7670.0,9177.0,15966.0,24162.0,24742.0,22726.0,25864.0,31894.0,24124.0,338.0
62,1,3.0,15.0,12.0,29.0,32.0,30.0,26.0,39.0,35.0,35.0,59.0,54.0,67.0,78.0,66.0,66.0,79.0,96.0,79.0,79.0,64.0,58.0,30.0,37.0,33.0,21.0,28.0,33.0,27.0,21.0,32.0,25.0,46.0,38.0,76.0,74.0,166.0,240.0,388.0,367.0,540.0,398.0,475.0,479.0,514.0,658.0,1049.0,883.0,1159.0,1406.0,1471.0,1981.0,2723.0,4008.0,6066.0,6598.0,6216.0,5172.0,4590.0,2723.0,2855.0,2532.0,1728.0,1247.0,1758.0,1678.0,1895.0,1335.0,1364.0,1582.0,1701.0,1740.0,1658.0,3037.0,4000.0,7213.0,7218.0,15136.0,23299.0,31515.0,21968.0,24937.0,28812.0,22333.0,322.0
63,1,19.0,13.0,16.0,25.0,23.0,26.0,24.0,38.0,61.0,44.0,64.0,51.0,50.0,81.0,104.0,75.0,92.0,68.0,104.0,99.0,64.0,69.0,44.0,50.0,50.0,38.0,30.0,31.0,20.0,35.0,24.0,30.0,30.0,50.0,60.0,52.0,124.0,265.0,303.0,417.0,449.0,384.0,439.0,438.0,542.0,610.0,1022.0,771.0,1106.0,1584.0,1545.0,1579.0,1937.0,3949.0,6302.0,6273.0,6879.0,5933.0,4078.0,2761.0,2887.0,2624.0,1815.0,1723.0,1712.0,1289.0,1571.0,1172.0,984.0,2208.0,1495.0,1327.0,1439.0,2924.0,4104.0,7087.0,8137.0,16102.0,20604.0,26351.0,22311.0,26115.0,29225.0,22861.0,368.0
64,1,10.0,6.0,13.0,25.0,26.0,21.0,36.0,39.0,52.0,31.0,59.0,53.0,65.0,105.0,71.0,90.0,81.0,93.0,103.0,85.0,76.0,54.0,41.0,54.0,39.0,51.0,33.0,25.0,28.0,28.0,24.0,21.0,34.0,43.0,65.0,113.0,124.0,193.0,273.0,441.0,454.0,447.0,499.0,425.0,531.0,605.0,1185.0,1122.0,991.0,1213.0,1866.0,1774.0,2152.0,4175.0,7237.0,5840.0,6184.0,4603.0,4005.0,3435.0,2972.0,2297.0,2008.0,1781.0,1842.0,1348.0,1692.0,1561.0,1906.0,1444.0,1679.0,1925.0,2037.0,2409.0,4324.0,9367.0,7944.0,15078.0,23088.0,26820.0,26612.0,25747.0,28736.0,21056.0,345.0
65,1,16.0,15.0,10.0,16.0,27.0,16.0,34.0,52.0,40.0,48.0,65.0,53.0,51.0,76.0,79.0,111.0,112.0,133.0,87.0,93.0,96.0,60.0,67.0,47.0,36.0,35.0,32.0,23.0,32.0,25.0,23.0,27.0,36.0,35.0,78.0,98.0,146.0,254.0,365.0,405.0,494.0,446.0,402.0,306.0,506.0,596.0,1086.0,1139.0,1106.0,1482.0,1634.0,1610.0,1763.0,3902.0,7013.0,6435.0,5944.0,5716.0,4599.0,3695.0,3292.0,2504.0,1436.0,1411.0,1387.0,1622.0,1758.0,1577.0,1412.0,1358.0,1711.0,1912.0,1619.0,3083.0,4747.0,6466.0,9797.0,14394.0,19788.0,25624.0,23057.0,25792.0,29600.0,22683.0,356.0
66,1,9.0,17.0,8.0,23.0,20.0,28.0,23.0,36.0,32.0,39.0,45.0,63.0,64.0,69.0,87.0,85.0,69.0,93.0,108.0,77.0,69.0,55.0,59.0,42.0,25.0,33.0,39.0,33.0,35.0,22.0,30.0,23.0,31.0,40.0,76.0,72.0,138.0,232.0,312.0,439.0,488.0,385.0,462.0,421.0,491.0,572.0,970.0,1177.0,948.0,1534.0,1576.0,2148.0,2054.0,3502.0,5632.0,6701.0,7425.0,5629.0,4470.0,3628.0,3372.0,2678.0,1477.0,1471.0,1452.0,1448.0,1838.0,1410.0,1265.0,1492.0,1550.0,1254.0,1827.0,2460.0,4253.0,7177.0,9080.0,14868.0,21765.0,27129.0,22226.0,24001.0,30648.0,20910.0,327.0
67,1,10.0,12.0,10.0,23.0,22.0,28.0,32.0,39.0,46.0,34.0,66.0,57.0,80.0,72.0,72.0,85.0,100.0,78.0,101.0,88.0,55.0,36.0,55.0,44.0,40.0,49.0,36.0,20.0,15.0,14.0,24.0,34.0,33.0,42.0,74.0,121.0,160.0,269.0,339.0,458.0,432.0,491.0,436.0,430.0,495.0,776.0,831.0,901.0,1162.0,1236.0,1599.0,1592.0,1741.0,3667.0,6123.0,5191.0,5858.0,5661.0,3463.0,2874.0,2631.0,2198.0,2031.0,1391.0,1505.0,1381.0,1175.0,1710.0,924.0,1694.0,1780.0,1595.0,2049.0,2114.0,4738.0,5735.0,9414.0,15427.0,20032.0,25324.0,22931.0,28374.0,29775.0,21295.0,351.0
68,1,8.0,10.0,11.0,24.0,16.0,33.0,25.0,33.0,30.0,69.0,58.0,69.0,65.0,58.0,80.0,117.0,99.0,92.0,96.0,62.0,61.0,56.0,45.0,47.0,45.0,30.0,38.0,26.0,26.0,23.0,18.0,36.0,48.0,43.0,65.0,81.0,138.0,240.0,451.0,461.0,495.0,416.0,428.0,413.0,511.0,576.0,847.0,1006.0,1282.0,1013.0,1545.0,2017.0,2198.0,4263.0,5643.0,7082.0,6373.0,5682.0,3909.0,4398.0,3013.0,1363.0,1715.0,1726.0,1665.0,1202.0,1406.0,1727.0,1441.0,1381.0,1731.0,1719.0,1463.0,2425.0,4117.0,7164.0,7588.0,15499.0,20590.0,26184.0,25759.0,23838.0,29271.0,24479.0,340.0
69,1,7.0,16.0,10.0,17.0,25.0,24.0,27.0,42.0,51.0,44.0,63.0,49.0,80.0,74.0,98.0,89.0,101.0,78.0,107.0,92.0,74.0,62.0,42.0,43.0,39.0,47.0,49.0,36.0,31.0,27.0,16.0,25.0,42.0,47.0,65.0,77.0,150.0,242.0,304.0,374.0,491.0,447.0,478.0,445.0,627.0,731.0,931.0,942.0,1232.0,1512.0,1969.0,1760.0,2429.0,3789.0,5736.0,6173.0,7125.0,5215.0,3948.0,3352.0,2937.0,2181.0,1824.0,1489.0,1733.0,1439.0,975.0,1551.0,1033.0,2116.0,1409.0,1687.0,1919.0,2577.0,3927.0,6368.0,9161.0,13766.0,22632.0,29260.0,24478.0,30270.0,32480.0,23527.0,321.0
70,1,14.0,5.0,20.0,20.0,31.0,20.0,29.0,31.0,36.0,57.0,40.0,53.0,81.0,82.0,94.0,78.0,86.0,84.0,80.0,93.0,52.0,55.0,48.0,40.0,40.0,45.0,31.0,28.0,25.0,19.0,25.0,32.0,19.0,38.0,72.0,94.0,127.0,237.0,299.0,379.0,501.0,436.0,468.0,487.0,610.0,689.0,1067.0,1261.0,1065.0,1486.0,1552.0,1636.0,2141.0,3500.0,6239.0,6503.0,7152.0,4858.0,3972.0,4145.0,3511.0,2253.0,1592.0,1830.0,1678.0,2060.0,1073.0,1107.0,1251.0,1390.0,1461.0,2014.0,1336.0,3503.0,3827.0,6362.0,10098.0,16455.0,18301.0,29007.0,20633.0,26855.0,30440.0,23956.0,355.0
71,1,15.0,12.0,21.0,24.0,19.0,35.0,24.0,29.0,38.0,34.0,48.0,62.0,82.0,103.0,94.0,94.0,106.0,84.0,81.0,89.0,76.0,48.0,43.0,47.0,35.0,39.0,38.0,33.0,18.0,25.0,14.0,20.0,32.0,44.0,68.0,89.0,136.0,213.0,328.0,373.0,362.0,363.0,445.0,445.0,490.0,699.0,746.0,1233.0,984.0,1650.0,1412.0,2464.0,2153.0,3650.0,6311.0,5586.0,5879.0,5586.0,4107.0,3925.0,2742.0,2434.0,1668.0,1238.0,1838.0,1170.0,1516.0,2015.0,1408.0,1608.0,2336.0,1518.0,1956.0,2943.0,3012.0,8259.0,7466.0,16497.0,24877.0,28450.0,22544.0,23382.0,29590.0,22529.0,325.0
72,1,7.0,8.0,13.0,18.0,20.0,23.0,17.0,32.0,38.0,44.0,55.0,68.0,82.0,80.0,82.0,84.0,100.0,98.0,103.0,59.0,58.0,46.0,67.0,57.0,46.0,39.0,34.0,22.0,29.0,29.0,24.0,27.0,31.0,40.0,56.0,82.0,145.0,261.0,316.0,423.0,596.0,442.0,427.0,513.0,483.0,733.0,970.0,1165.0,1007.0,1292.0,1445.0,1971.0,2103.0,3576.0,6503.0,6069.0,6944.0,4883.0,3503.0,2912.0,3253.0,2857.0,1647.0,1196.0,1378.0,1139.0,1533.0,1580.0,1966.0,1386.0,1580.0,2307.0,1930.0,2598.0,3845.0,9108.0,8533.0,13660.0,22722.0,24408.0,22217.0,27651.0,27741.0,22812.0,323.0
73,1,7.0,8.0,13.0,20.0,26.0,19.0,30.0,53.0,47.0,45.0,35.0,70.0,67.0,69.0,93.0,78.0,96.0,95.0,77.0,84.0,88.0,60.0,44.0,48.0,49.0,38.0,25.0,22.0,21.0,25.0,25.0,27.0,42.0,41.0,80.0,83.0,148.0,219.0,404.0,395.0,509.0,484.0,406.0,447.0,498.0,674.0,997.0,1122.0,913.0,1333.0,1560.0,2273.0,2130.0,3467.0,6403.0,6522.0,7916.0,5280.0,4364.0,3600.0,3025.0,1958.0,2183.0,1516.0,1305.0,1398.0,1627.0,1545.0,1798.0,2197.0,1942.0,2202.0,1497.0,2286.0,4589.0,9153.0,9481.0,14474.0,19338.0,29720.0,26204.0,26265.0,29688.0,22311.0,304.0
74,1,10.0,13.0,14.0,17.0,35.0,35.0,22.0,38.0,42.0,31.0,41.0,75.0,69.0,68.0,101.0,88.0,89.0,107.0,90.0,83.0,55.0,59.0,43.0,51.0,36.0,36.0,33.0,38.0,30.0,31.0,25.0,27.0,23.0,47.0,68.0,111.0,185.0,286.0,334.0,361.0,394.0,462.0,435.0,423.0,522.0,881.0,981.0,1038.0,1197.0,1360.0,1334.0,1636.0,2159.0,3677.0,6038.0,5932.0,6873.0,5352.0,4025.0,3977.0,3148.0,2142.0,2216.0,1878.0,1378.0,1143.0,1384.0,1502.0,1437.0,1235.0,1981.0,1836.0,1216.0,2738.0,4489.0,7418.0,7492.0,19704.0,22846.0,26858.0,23691.0,26288.0,26619.0,24519.0,315.0
75,1,8.0,17.0,24.0,14.0,28.0,28.0,29.0,35.0,38.0,43.0,53.0,72.0,73.0,84.0,94.0,90.0,82.0,101.0,81.0,69.0,54.0,56.0,51.0,45.0,38.0,39.0,43.0,27.0,20.0,22.0,28.0,23.0,41.0,59.0,72.0,126.0,140.0,196.0,275.0,481.0,494.0,362.0,360.0,377.0,512.0,846.0,948.0,975.0,1259.0,1549.0,1641.0,1410.0,2247.0,3986.0,6111.0,6207.0,7411.0,5395.0,4358.0,3376.0,3634.0,2884.0,2043.0,1712.0,1051.0,1307.0,1464.0,1824.0,1883.0,1806.0,1455.0,1815.0,2607.0,2779.0,4740.0,7583.0,8598.0,17758.0,20402.0,25757.0,21737.0,24191.0,26815.0,22465.0,337.0
76,1,14.0,8.0,15.0,14.0,25.0,20.0,34.0,40.0,30.0,49.0,35.0,61.0,68.0,86.0,101.0,107.0,104.0,98.0,91.0,88.0,58.0,59.0,55.0,49.0,34.0,39.0,28.0,32.0,25.0,27.0,25.0,28.0,29.0,52.0,70.0,126.0,117.0,183.0,331.0,469.0,468.0,448.0,453.0,427.0,625.0,623.0,987.0,1008.0,977.0,1404.0,1469.0,2324.0,3092.0,4087.0,6474.0,6015.0,5805.0,4703.0,3004.0,3035.0,3681.0,2513.0,1502.0,1363.0,1582.0,1567.0,1374.0,1334.0,1371.0,1928.0,1764.0,1266.0,1819.0,3193.0,3671.0,6579.0,8338.0,15388.0,24376.0,27453.0,22371.0,26329.0,24954.0,21063.0,325.0
77,1,13.0,17.0,13.0,23.0,18.0,31.0,29.0,38.0,36.0,55.0,49.0,57.0,72.0,71.0,109.0,87.0,109.0,87.0,92.0,65.0,88.0,53.0,70.0,41.0,46.0,31.0,40.0,34.0,31.0,23.0,28.0,28.0,33.0,40.0,52.0,93.0,168.0,266.0,315.0,381.0,542.0,359.0,412.0,450.0,533.0,711.0,1017.0,1006.0,1178.0,1318.0,1477.0,1873.0,1769.0,4660.0,6567.0,5909.0,6233.0,5449.0,4247.0,4648.0,2950.0,1890.0,1955.0,1562.0,1492.0,1283.0,1705.0,1354.0,1358.0,1484.0,1297.0,1360.0,2749.0,2102.0,4270.0,6715.0,8455.0,13820.0,22919.0,28111.0,23442.0,26069.0,28584.0,20279.0,339.0
78,1,12.0,16.0,22.0,19.0,22.0,15.0,36.0,31.0,46.0,47.0,34.0,75.0,55.0,86.0,97.0,79.0,101.0,85.0,93.0,94.0,75.0,42.0,56.0,51.0,43.0,41.0,36.0,25.0,22.0,19.0,19.0,24.0,27.0,41.0,57.0,85.0,151.0,227.0,359.0,422.0,389.0,511.0,469.0,410.0,562.0,458.0,942.0,1009.0,1353.0,1421.0,1739.0,2286.0,2367.0,3568.0,5839.0,7227.0,6700.0,5971.0,4135.0,3368.0,3103.0,2150.0,2331.0,1772.0,1511.0,1054.0,1633.0,1586.0,1546.0,1391.0,1511.0,1974.0,2396.0,2181.0,4732.0,6969.0,8995.0,16244.0,19793.0,32171.0,22344.0,27839.0,33199.0,19558.0,317.0
79,1,7.0,2.0,16.0,13.0,15.0,19.0,29.0,35.0,44.0,41.0,43.0,51.0,75.0,67.0,90.0,87.0,90.0,85.0,119.0,84.0,67.0,69.0,52.0,36.0,37.0,42.0,32.0,29.0,21.0,18.0,31.0,19.0,41.0,37.0,47.0,104.0,139.0,251.0,353.0,426.0,500.0,440.0,428.0,430.0,590.0,634.0,943.0,1158.0,1092.0,1667.0,1923.0,1807.0,1815.0,3346.0,7071.0,6263.0,6558.0,5567.0,3964.0,3614.0,2728.0,2282.0,1571.0,1285.0,1480.0,848.0,2101.0,1819.0,1471.0,1171.0,2041.0,2018.0,1977.0,2394.0,4313.0,7687.0,9668.0,15348.0,21074.0,29802.0,27669.0,26800.0,26630.0,20928.0,311.0
80,1,9.0,11.0,16.0,17.0,15.0,47.0,20.0,38.0,48.0,43.0,37.0,61.0,62.0,90.0,74.0,88.0,98.0,113.0,92.0,84.0,56.0,63.0,53.0,44.0,44.0,24.0,42.0,13.0,28.0,20.0,15.0,18.0,26.0,33.0,69.0,92.0,147.0,226.0,267.0,413.0,420.0,410.0,476.0,400.0,551.0,633.0,801.0,1010.0,1032.0,1323.0,1457.0,1923.0,2121.0,4048.0,6203.0,6115.0,6616.0,4781.0,4310.0,3553.0,3230.0,2613.0,1710.0,1454.0,1544.0,1172.0,1196.0,1214.0,926.0,1838.0,1478.0,1577.0,2295.0,3434.0,3407.0,6778.0,8291.0,16897.0,20496.0,28006.0,21174.0,26003.0,29456.0,23948.0,325.0
81,1,14.0,21.0,19.0,20.0,21.0,27.0,32.0,35.0,41.0,36.0,60.0,62.0,74.0,65.0,80.0,80.0,106.0,79.0,77.0,86.0,62.0,49.0,52.0,43.0,51.0,47.0,29.0,32.0,23.0,18.0,23.0,23.0,28.0,45.0,95.0,92.0,138.0,249.0,404.0,469.0,436.0,380.0,490.0,357.0,560.0,557.0,1019.0,1336.0,1051.0,1349.0,1623.0,2079.0,2366.0,4634.0,6256.0,5596.0,7258.0,5631.0,4223.0,3463.0,3036.0,2440.0,1569.0,1226.0,1611.0,1081.0,1996.0,1759.0,1528.0,1480.0,1699.0,1222.0,1456.0,2813.0,3482.0,8102.0,7619.0,16384.0,21355.0,31303.0,22689.0,24540.0,31287.0,20396.0,345.0
82,1,10.0,17.0,14.0,23.0,16.0,30.0,26.0,40.0,32.0,64.0,54.0,62.0,77.0,72.0,83.0,84.0,102.0,108.0,105.0,74.0,60.0,55.0,34.0,57.0,41.0,43.0,36.0,29.0,20.0,23.0,36.0,24.0,45.0,31.0,54.0,107.0,149.0,221.0,331.0,498.0,453.0,438.0,502.0,501.0,574.0,606.0,1152.0,896.0,1230.0,1516.0,1803.0,1600.0,2694.0,3507.0,5698.0,6323.0,6653.0,4673.0,3569.0,4477.0,2977.0,2375.0,2424.0,1497.0,955.0,1591.0,1509.0,2054.0,1504.0,1292.0,2207.0,2166.0,2239.0,3911.0,3794.0,7630.0,8679.0,14977.0,18584.0,27854.0,23831.0,23972.0,32068.0,23013.0,340.0
83,1,11.0,8.0,14.0,12.0,23.0,22.0,27.0,26.0,34.0,52.0,54.0,63.0,71.0,92.0,77.0,85.0,105.0,72.0,83.0,65.0,57.0,69.0,47.0,52.0,43.0,38.0,38.0,29.0,34.0,22.0,24.0,26.0,35.0,47.0,69.0,85.0,119.0,243.0,282.0,429.0,426.0,406.0,500.0,386.0,488.0,587.0,1002.0,1097.0,1339.0,1470.0,1600.0,1762.0,1905.0,4032.0,6440.0,5599.0,6557.0,5773.0,3687.0,3994.0,3276.0,2527.0,1757.0,1107.0,1199.0,1489.0,1460.0,1783.0,1264.0,1978.0,2453.0,1986.0,1978.0,2783.0,4286.0,6690.0,7850.0,13973.0,22095.0,27796.0,20377.0,22958.0,26656.0,22082.0,343.0
84,1,12.0,21.0,11.0,20.0,28.0,17.0,29.0,25.0,35.0,43.0,44.0,56.0,74.0,66.0,73.0,96.0,93.0,77.0,108.0,112.0,83.0,63.0,53.0,37.0,50.0,23.0,38.0,33.0,21.0,23.0,21.0,30.0,42.0,38.0,55.0,88.0,160.0,217.0,306.0,423.0,375.0,359.0,522.0,440.0,428.0,606.0,893.0,1005.0,1300.0,1308.0,1596.0,2159.0,2391.0,3776.0,6031.0,6853.0,6346.0,5753.0,4019.0,3027.0,3083.0,2234.0,1778.0,1612.0,1365.0,1549.0,1530.0,1506.0,1344.0,2001.0,1401.0,1857.0,1683.0,2831.0,3725.0,8283.0,8550.0,13489.0,18827.0,28163.0,22311.0,26138.0,31128.0,22783.0,342.0
85,1,13.0,17.0,7.0,25.0,31.0,20.0,29.0,32.0,34.0,41.0,45.0,36.0,66.0,86.0,86.0,81.0,111.0,71.0,73.0,76.0,69.0,49.0,61.0,64.0,47.0,50.0,27.0,27.0,19.0,21.0,32.0,35.0,30.0,39.0,54.0,78.0,144.0,161.0,292.0,413.0,356.0,374.0,373.0,461.0,529.0,671.0,1062.0,984.0,898.0,1269.0,1611.0,1842.0,2044.0,4166.0,6567.0,6666.0,6728.0,6167.0,4192.0,3784.0,3704.0,2194.0,2085.0,1249.0,1233.0,1256.0,2121.0,1425.0,1498.0,1521.0,1652.0,1949.0,2348.0,2416.0,4120.0,8172.0,8353.0,16898.0,21333.0,24692.0,20432.0,28954.0,29191.0,21541.0,367.0
86,1,15.0,9.0,13.0,14.0,27.0,17.0,28.0,33.0,38.0,55.0,46.0,67.0,89.0,55.0,96.0,110.0,69.0,99.0,80.0,94.0,67.0,65.0,50.0,45.0,50.0,48.0,37.0,31.0,28.0,24.0,33.0,26.0,17.0,44.0,61.0,109.0,139.0,245.0,357.0,487.0,375.0,406.0,463.0,452.0,572.0,815.0,950.0,1133.0,1269.0,1301.0,1564.0,1748.0,2387.0,4105.0,6911.0,6406.0,6347.0,5952.0,3937.0,3084.0,3230.0,1878.0,1887.0,1424.0,1669.0,1149.0,1110.0,1827.0,1151.0,1688.0,1744.0,1992.0,1914.0,3470.0,3595.0,8588.0,9338.0,15805.0,21686.0,29442.0,23384.0,29311.0,30243.0,21086.0,336.0
87,1,12.0,14.0,18.0,20.0,21.0,24.0,26.0,49.0,49.0,42.0,42.0,56.0,69.0,63.0,96.0,102.0,92.0,90.0,98.0,80.0,80.0,63.0,62.0,40.0,41.0,44.0,36.0,27.0,20.0,21.0,22.0,23.0,30.0,41.0,63.0,105.0,169.0,269.0,306.0,456.0,507.0,411.0,411.0,353.0,458.0,722.0,960.0,1065.0,1205.0,1279.0,1849.0,1413.0,2171.0,3908.0,6403.0,5887.0,6985.0,7177.0,3703.0,3585.0,2653.0,2523.0,1380.0,1648.0,1400.0,1461.0,1571.0,1401.0,1309.0,1542.0,1989.0,1921.0,1870.0,3393.0,4546.0,7757.0,10863.0,16858.0,20916.0,29907.0,24874.0,26343.0,29949.0,23574.0,339.0
88,1,12.0,13.0,20.0,17.0,23.0,25.0,35.0,48.0,55.0,45.0,53.0,59.0,60.0,75.0,81.0,68.0,107.0,93.0,97.0,98.0,61.0,55.0,57.0,44.0,54.0,41.0,43.0,37.0,11.0,22.0,22.0,15.0,29.0,44.0,76.0,83.0,170.0,201.0,330.0,354.0,356.0,430.0,563.0,432.0,580.0,769.0,1001.0,1247.0,941.0,1379.0,1219.0,2031.0,2459.0,3668.0,6186.0,6434.0,6909.0,5015.0,3408.0,4368.0,2917.0,2261.0,1953.0,1811.0,1168.0,1682.0,1475.0,2062.0,1619.0,1458.0,2053.0,1365.0,2445.0,1898.0,4306.0,7797.0,8293.0,16291.0,19348.0,25220.0,22095.0,25986.0,32601.0,21292.0,343.0
89,1,15.0,12.0,15.0,25.0,8.0,22.0,21.0,33.0,47.0,43.0,51.0,30.0,83.0,85.0,83.0,96.0,123.0,97.0,112.0,79.0,68.0,64.0,39.0,54.0,39.0,36.0,25.0,26.0,30.0,22.0,16.0,30.0,24.0,31.0,49.0,92.0,148.0,199.0,319.0,527.0,408.0,516.0,429.0,466.0,481.0,661.0,931.0,1234.0,828.0,1631.0,1546.0,1966.0,2196.0,3837.0,6216.0,5708.0,6650.0,5749.0,4605.0,3744.0,2877.0,2669.0,1899.0,1833.0,1578.0,1279.0,1617.0,1846.0,1460.0,1468.0,1509.0,1442.0,1681.0,2634.0,4383.0,7432.0,8687.0,14290.0,23350.0,27745.0,21815.0,28362.0,26967.0,23746.0,327.0
90,1,13.0,10.0,8.0,17.0,23.0,27.0,37.0,43.0,35.0,39.0,64.0,59.0,68.0,59.0,69.0,120.0,104.0,79.0,83.0,103.0,76.0,54.0,59.0,42.0,28.0,49.0,34.0,25.0,22.0,22.0,24.0,18.0,37.0,58.0,49.0,111.0,154.0,228.0,362.0,439.0,440.0,484.0,464.0,485.0,694.0,787.0,887.0,1111.0,1056.0,1357.0,1452.0,1561.0,2273.0,3486.0,6520.0,6292.0,6493.0,5228.0,4182.0,3876.0,3460.0,2713.0,2002.0,1724.0,1454.0,1017.0,1208.0,1453.0,2044.0,2086.0,1165.0,1826.0,1681.0,2121.0,3700.0,6511.0,9560.0,15242.0,23255.0,30536.0,23332.0,27733.0,29355.0,20586.0,350.0
91,1,4.0,8.0,10.0,22.0,30.0,19.0,20.0,38.0,56.0,43.0,52.0,54.0,64.0,94.0,87.0,91.0,87.0,71.0,92.0,67.0,68.0,77.0,45.0,57.0,47.0,58.0,48.0,26.0,28.0,17.0,22.0,35.0,33.0,45.0,50.0,81.0,132.0,250.0,371.0,351.0,553.0,465.0,390.0,397.0,584.0,581.0,944.0,1162.0,1055.0,1030.0,1430.0,1972.0,2407.0,4340.0,6067.0,6848.0,7421.0,5353.0,4115.0,3869.0,3127.0,2179.0,1948.0,1837.0,1559.0,1502.0,1230.0,2231.0,1237.0,1056.0,1224.0,2014.0,1818.0,2546.0,4332.0,7537.0,7286.0,15208.0,22413.0,25239.0,23912.0,25012.0,31337.0,26063.0,355.0
