iteration,chain,data_new_deaths[1],data_new_deaths[2],data_new_deaths[3],data_new_deaths[4],data_new_deaths[5],data_new_deaths[6],data_new_deaths[7],data_new_deaths[8],data_new_deaths[9],data_new_deaths[10],data_new_deaths[11],data_new_deaths[12],data_new_deaths[13],data_new_deaths[14],data_new_deaths[15],data_new_deaths[16],data_new_deaths[17],data_new_deaths[18],data_new_deaths[19],data_new_deaths[20],data_new_deaths[21],data_new_deaths[22],data_new_deaths[23],data_new_deaths[24],data_new_deaths[25],data_new_deaths[26],data_new_deaths[27],data_new_deaths[28],data_new_deaths[29],data_new_deaths[30],data_new_deaths[31],data_new_deaths[32],data_new_deaths[33],data_new_deaths[34],data_new_deaths[35],data_new_deaths[36],data_new_deaths[37],data_new_deaths[38],data_new_deaths[39],data_new_deaths[40],data_new_deaths[41],data_new_deaths[42],data_new_cases[1],data_new_cases[2],data_new_cases[3],data_new_cases[4],data_new_cases[5],data_new_cases[6],data_new_cases[7],data_new_cases[8],data_new_cases[9],data_new_cases[10],data_new_cases[11],data_new_cases[12],data_new_cases[13],data_new_cases[14],data_new_cases[15],data_new_cases[16],data_new_cases[17],data_new_cases[18],data_new_cases[19],data_new_cases[20],data_new_cases[21],data_new_cases[22],data_new_cases[23],data_new_cases[24],data_new_cases[25],data_new_cases[26],data_new_cases[27],data_new_cases[28],data_new_cases[29],data_new_cases[30],data_new_cases[31],data_new_cases[32],data_new_cases[33],data_new_cases[34],data_new_cases[35],data_new_cases[36],data_new_cases[37],data_new_cases[38],data_new_cases[39],data_new_cases[40],data_new_cases[41],data_new_cases[42],data_seroprev_cases[1]
126,1,21.0,15.0,14.0,8.0,17.0,27.0,28.0,25.0,42.0,40.0,42.0,55.0,76.0,65.0,105.0,100.0,83.0,96.0,89.0,67.0,71.0,62.0,47.0,46.0,45.0,47.0,40.0,37.0,35.0,18.0,30.0,25.0,33.0,47.0,57.0,86.0,197.0,207.0,396.0,405.0,386.0,534.0,442.0,424.0,691.0,749.0,905.0,1169.0,1057.0,1157.0,1312.0,1949.0,2219.0,3309.0,6750.0,6636.0,6730.0,5289.0,3920.0,3672.0,2465.0,2583.0,1485.0,1767.0,1754.0,1506.0,1595.0,2070.0,1516.0,1152.0,1783.0,1725.0,2104.0,2305.0,4161.0,7487.0,7932.0,16850.0,16834.0,25647.0,22701.0,26399.0,30916.0,20854.0,307.0
127,1,7.0,13.0,11.0,15.0,28.0,29.0,25.0,35.0,50.0,46.0,46.0,47.0,68.0,69.0,64.0,102.0,102.0,111.0,103.0,87.0,76.0,78.0,48.0,40.0,35.0,33.0,32.0,26.0,18.0,23.0,9.0,27.0,33.0,52.0,50.0,97.0,183.0,202.0,417.0,536.0,463.0,491.0,355.0,445.0,507.0,696.0,957.0,996.0,935.0,1281.0,1504.0,1742.0,2267.0,4401.0,6139.0,6739.0,7142.0,5025.0,4035.0,3556.0,2752.0,2633.0,1928.0,1592.0,1785.0,1698.0,1663.0,1503.0,1223.0,2032.0,1870.0,1691.0,1767.0,2972.0,4022.0,7113.0,7740.0,18000.0,21144.0,26776.0,22922.0,28366.0,27300.0,19315.0,341.0
128,1,9.0,9.0,16.0,16.0,28.0,29.0,36.0,31.0,29.0,51.0,54.0,53.0,60.0,103.0,89.0,87.0,83.0,107.0,88.0,80.0,68.0,57.0,53.0,42.0,40.0,33.0,30.0,41.0,27.0,27.0,25.0,37.0,34.0,57.0,59.0,81.0,182.0,261.0,322.0,422.0,409.0,465.0,421.0,387.0,712.0,617.0,1021.0,918.0,1196.0,1011.0,1538.0,1650.0,2587.0,4049.0,6045.0,5825.0,7358.0,6310.0,3457.0,3131.0,3317.0,2284.0,1652.0,1648.0,953.0,1496.0,1418.0,1650.0,1175.0,1485.0,1275.0,1562.0,1996.0,2785.0,3767.0,7544.0,8756.0,17215.0,20635.0,30864.0,22878.0,23695.0,29895.0,20936.0,310.0
129,1,11.0,9.0,16.0,18.0,23.0,31.0,26.0,45.0,45.0,60.0,52.0,51.0,80.0,81.0,66.0,100.0,108.0,113.0,101.0,59.0,72.0,48.0,45.0,42.0,36.0,37.0,33.0,36.0,18.0,27.0,27.0,26.0,34.0,48.0,55.0,106.0,164.0,254.0,311.0,420.0,423.0,429.0,475.0,504.0,542.0,775.0,947.0,1008.0,1021.0,1323.0,1210.0,1794.0,2386.0,3991.0,6386.0,6155.0,6580.0,6539.0,4545.0,3326.0,2718.0,2694.0,1961.0,1629.0,1397.0,1403.0,1532.0,1647.0,1500.0,1920.0,1247.0,1794.0,1262.0,2986.0,4120.0,8176.0,8759.0,15708.0,20086.0,25323.0,22241.0,24337.0,32034.0,22010.0,330.0
130,1,4.0,16.0,14.0,11.0,18.0,25.0,33.0,42.0,29.0,39.0,55.0,44.0,97.0,70.0,105.0,105.0,120.0,88.0,84.0,71.0,78.0,69.0,62.0,50.0,41.0,36.0,36.0,35.0,28.0,33.0,15.0,30.0,34.0,31.0,69.0,92.0,169.0,234.0,388.0,447.0,433.0,439.0,500.0,355.0,587.0,657.0,1038.0,993.0,933.0,1307.0,1596.0,1867.0,2500.0,3687.0,6228.0,6269.0,6774.0,5847.0,3494.0,4349.0,2411.0,2329.0,1881.0,1525.0,1472.0,1336.0,1612.0,1624.0,1245.0,1706.0,2179.0,1275.0,2197.0,2659.0,4019.0,7866.0,10059.0,13885.0,21010.0,28322.0,24010.0,26443.0,27173.0,23477.0,332.0
131,1,12.0,13.0,12.0,16.0,19.0,25.0,39.0,40.0,47.0,65.0,50.0,69.0,84.0,73.0,99.0,75.0,86.0,89.0,87.0,58.0,90.0,50.0,43.0,50.0,27.0,37.0,25.0,29.0,30.0,23.0,24.0,18.0,39.0,52.0,53.0,95.0,118.0,207.0,334.0,422.0,437.0,501.0,380.0,476.0,614.0,591.0,862.0,1093.0,1045.0,1391.0,1573.0,1777.0,2233.0,4627.0,6430.0,6379.0,6480.0,5417.0,4209.0,3685.0,3218.0,1663.0,1804.0,1496.0,1180.0,1482.0,1583.0,2140.0,1237.0,1407.0,1408.0,1508.0,1792.0,2794.0,2896.0,7567.0,9533.0,14734.0,21038.0,29614.0,24662.0,25457.0,29605.0,21930.0,328.0
132,1,10.0,16.0,10.0,24.0,24.0,23.0,23.0,35.0,55.0,44.0,47.0,53.0,64.0,93.0,69.0,90.0,117.0,85.0,112.0,77.0,73.0,65.0,59.0,42.0,45.0,30.0,32.0,33.0,22.0,25.0,20.0,31.0,38.0,30.0,79.0,81.0,164.0,230.0,366.0,512.0,452.0,410.0,467.0,506.0,498.0,727.0,963.0,1073.0,1087.0,1757.0,1483.0,1574.0,2356.0,4129.0,6491.0,6755.0,6676.0,6375.0,4450.0,4039.0,2575.0,2039.0,1589.0,1653.0,1305.0,1553.0,1313.0,1797.0,1229.0,1551.0,1488.0,1744.0,2048.0,3465.0,5229.0,6871.0,8984.0,13957.0,20843.0,28615.0,23513.0,26341.0,28701.0,19668.0,332.0
133,1,15.0,16.0,12.0,28.0,14.0,28.0,40.0,35.0,44.0,50.0,62.0,62.0,68.0,84.0,79.0,92.0,105.0,102.0,80.0,77.0,56.0,49.0,41.0,40.0,45.0,35.0,33.0,29.0,28.0,16.0,23.0,19.0,42.0,46.0,83.0,83.0,140.0,299.0,321.0,494.0,555.0,401.0,505.0,389.0,491.0,628.0,1027.0,1088.0,1131.0,1467.0,1641.0,1678.0,2140.0,3798.0,5940.0,5948.0,7451.0,4947.0,4271.0,3690.0,2737.0,2412.0,1901.0,1504.0,1454.0,1207.0,1379.0,1862.0,1233.0,1713.0,1764.0,1509.0,1847.0,2494.0,4381.0,6053.0,7145.0,15779.0,22783.0,26726.0,24686.0,26404.0,29332.0,21332.0,337.0
134,1,5.0,13.0,8.0,19.0,23.0,24.0,39.0,41.0,43.0,49.0,42.0,55.0,68.0,106.0,71.0,83.0,95.0,98.0,100.0,66.0,57.0,59.0,52.0,55.0,55.0,33.0,32.0,35.0,29.0,24.0,22.0,32.0,37.0,55.0,59.0,121.0,146.0,266.0,348.0,423.0,368.0,363.0,406.0,449.0,507.0,737.0,839.0,1156.0,1317.0,1463.0,1405.0,2147.0,2491.0,4417.0,5889.0,6386.0,6200.0,5497.0,4074.0,3486.0,2406.0,2091.0,1990.0,1457.0,1470.0,1375.0,1578.0,1947.0,1330.0,2184.0,1633.0,2033.0,2015.0,2894.0,4258.0,6436.0,8280.0,14936.0,17111.0,28657.0,24980.0,26283.0,29834.0,21563.0,314.0
135,1,16.0,9.0,14.0,20.0,24.0,30.0,43.0,33.0,42.0,36.0,45.0,74.0,73.0,81.0,77.0,87.0,93.0,94.0,75.0,78.0,69.0,58.0,62.0,48.0,45.0,46.0,35.0,27.0,18.0,20.0,17.0,28.0,28.0,52.0,60.0,88.0,133.0,226.0,378.0,382.0,470.0,431.0,571.0,451.0,484.0,629.0,929.0,871.0,1237.0,1337.0,1308.0,1703.0,2540.0,4090.0,6284.0,6164.0,6887.0,5861.0,3782.0,4210.0,3082.0,2404.0,1662.0,1259.0,1580.0,1161.0,1837.0,1780.0,1525.0,2238.0,1771.0,1702.0,1812.0,2344.0,3163.0,7312.0,8685.0,15675.0,23789.0,23070.0,21192.0,25278.0,32153.0,21713.0,357.0
136,1,11.0,12.0,18.0,21.0,22.0,18.0,29.0,31.0,49.0,42.0,54.0,56.0,70.0,73.0,85.0,60.0,75.0,74.0,88.0,80.0,54.0,50.0,54.0,36.0,43.0,42.0,31.0,30.0,29.0,25.0,23.0,32.0,33.0,49.0,51.0,72.0,162.0,194.0,318.0,379.0,484.0,426.0,452.0,440.0,602.0,699.0,868.0,1148.0,1181.0,1533.0,1136.0,1742.0,2362.0,3980.0,6372.0,6950.0,6234.0,5528.0,3916.0,3404.0,2328.0,2224.0,1748.0,1384.0,1435.0,1583.0,1835.0,1589.0,1458.0,1707.0,1815.0,1702.0,1525.0,2593.0,4445.0,8024.0,6919.0,14234.0,23117.0,26139.0,24272.0,25086.0,26978.0,19792.0,315.0
137,1,11.0,8.0,14.0,16.0,22.0,17.0,48.0,41.0,38.0,60.0,65.0,61.0,71.0,87.0,71.0,81.0,77.0,122.0,72.0,102.0,101.0,61.0,47.0,55.0,46.0,35.0,24.0,33.0,30.0,22.0,31.0,29.0,31.0,46.0,52.0,103.0,134.0,196.0,290.0,484.0,408.0,449.0,416.0,480.0,502.0,731.0,1011.0,1080.0,1274.0,1446.0,1531.0,1906.0,2442.0,4490.0,5946.0,6068.0,6646.0,5142.0,4281.0,4008.0,2563.0,2687.0,1613.0,1787.0,1837.0,1314.0,1414.0,1773.0,1374.0,1258.0,1917.0,1544.0,1564.0,3253.0,4589.0,9242.0,8796.0,13544.0,20644.0,29168.0,22041.0,25825.0,31014.0,22337.0,326.0
138,1,11.0,15.0,13.0,20.0,27.0,20.0,29.0,29.0,45.0,44.0,61.0,78.0,55.0,88.0,99.0,82.0,80.0,90.0,75.0,82.0,72.0,58.0,52.0,40.0,26.0,43.0,36.0,41.0,29.0,27.0,24.0,20.0,35.0,49.0,62.0,102.0,150.0,225.0,318.0,505.0,436.0,426.0,431.0,383.0,476.0,565.0,899.0,1211.0,1125.0,1481.0,1424.0,1913.0,2049.0,4239.0,5907.0,6099.0,6739.0,6150.0,3536.0,3410.0,3840.0,2020.0,1955.0,1747.0,2044.0,1544.0,1515.0,1593.0,1653.0,1390.0,1846.0,1449.0,1802.0,2384.0,3951.0,7478.0,9237.0,16117.0,22374.0,29639.0,24334.0,28129.0,31388.0,20763.0,316.0
139,1,16.0,10.0,20.0,13.0,21.0,30.0,36.0,45.0,34.0,52.0,56.0,53.0,74.0,84.0,92.0,90.0,78.0,98.0,89.0,105.0,64.0,43.0,53.0,68.0,41.0,39.0,32.0,36.0,34.0,36.0,20.0,25.0,33.0,49.0,50.0,99.0,145.0,222.0,342.0,390.0,441.0,464.0,537.0,520.0,476.0,625.0,925.0,1132.0,953.0,1325.0,1415.0,1725.0,1915.0,4231.0,6465.0,5623.0,6489.0,5465.0,3613.0,3509.0,3715.0,2135.0,1888.0,1689.0,1649.0,1389.0,1627.0,1708.0,1700.0,2201.0,1285.0,1878.0,2086.0,2713.0,3325.0,8566.0,9702.0,16013.0,20520.0,29828.0,22176.0,25590.0,28338.0,23160.0,316.0
140,1,11.0,10.0,22.0,13.0,15.0,35.0,21.0,35.0,50.0,55.0,54.0,40.0,57.0,80.0,68.0,118.0,75.0,92.0,82.0,57.0,55.0,52.0,40.0,57.0,48.0,39.0,44.0,34.0,17.0,21.0,27.0,34.0,36.0,51.0,47.0,102.0,163.0,284.0,409.0,368.0,422.0,483.0,505.0,407.0,573.0,806.0,943.0,1246.0,1010.0,1533.0,1522.0,1761.0,2152.0,3851.0,6231.0,7039.0,6313.0,4874.0,3977.0,3644.0,2391.0,2207.0,1726.0,1640.0,1381.0,859.0,1509.0,1437.0,1959.0,2073.0,1103.0,1636.0,1586.0,3380.0,4189.0,8351.0,9263.0,17438.0,23505.0,27643.0,23281.0,24639.0,31106.0,21425.0,322.0
141,1,10.0,12.0,14.0,15.0,18.0,23.0,35.0,39.0,33.0,49.0,43.0,40.0,60.0,94.0,81.0,111.0,70.0,78.0,123.0,92.0,59.0,66.0,47.0,41.0,45.0,31.0,47.0,31.0,21.0,27.0,15.0,28.0,39.0,41.0,45.0,65.0,148.0,258.0,302.0,423.0,501.0,293.0,508.0,416.0,473.0,839.0,1048.0,1086.0,1403.0,1266.0,1683.0,1683.0,2219.0,4522.0,5952.0,6858.0,6841.0,5279.0,4057.0,3961.0,3160.0,3272.0,1496.0,1818.0,1258.0,1842.0,1705.0,1404.0,1189.0,1751.0,1592.0,1452.0,2001.0,2954.0,4293.0,6417.0,7763.0,16011.0,19348.0,31273.0,19388.0,25622.0,30512.0,23643.0,342.0
142,1,7.0,8.0,18.0,14.0,26.0,22.0,37.0,37.0,47.0,52.0,54.0,65.0,74.0,63.0,96.0,115.0,80.0,91.0,90.0,73.0,82.0,55.0,61.0,54.0,41.0,30.0,31.0,36.0,23.0,31.0,22.0,27.0,47.0,37.0,73.0,74.0,181.0,237.0,322.0,479.0,364.0,395.0,420.0,414.0,622.0,675.0,930.0,1010.0,890.0,1743.0,1702.0,2133.0,1941.0,3497.0,6617.0,6458.0,6710.0,5284.0,3841.0,3612.0,2259.0,2678.0,1932.0,1403.0,1259.0,1239.0,1625.0,1690.0,1510.0,1318.0,2286.0,1550.0,2262.0,2547.0,4333.0,6516.0,9042.0,15196.0,20953.0,29809.0,22117.0,25144.0,26860.0,23051.0,324.0
143,1,9.0,10.0,14.0,14.0,19.0,24.0,34.0,27.0,44.0,51.0,46.0,52.0,55.0,89.0,90.0,98.0,83.0,112.0,79.0,72.0,76.0,54.0,52.0,40.0,33.0,30.0,33.0,34.0,19.0,20.0,30.0,24.0,32.0,48.0,67.0,95.0,159.0,230.0,292.0,397.0,489.0,508.0,426.0,405.0,483.0,729.0,927.0,1017.0,957.0,1593.0,1491.0,1777.0,2494.0,4268.0,6645.0,6458.0,6246.0,5897.0,4135.0,2975.0,3172.0,2580.0,2092.0,1155.0,1039.0,1229.0,1328.0,1822.0,1347.0,1698.0,1908.0,1376.0,2436.0,2663.0,4371.0,7399.0,7781.0,15813.0,20813.0,27447.0,21255.0,27215.0,27721.0,23845.0,336.0
144,1,12.0,10.0,23.0,7.0,33.0,21.0,44.0,33.0,47.0,42.0,63.0,77.0,56.0,65.0,68.0,66.0,71.0,85.0,82.0,92.0,75.0,49.0,70.0,56.0,37.0,42.0,42.0,39.0,28.0,19.0,19.0,31.0,32.0,48.0,89.0,105.0,136.0,215.0,281.0,443.0,539.0,451.0,481.0,381.0,575.0,719.0,1110.0,909.0,1091.0,1204.0,1574.0,1660.0,2214.0,4148.0,5431.0,6373.0,5477.0,4913.0,3656.0,3920.0,3096.0,2275.0,2014.0,1407.0,1867.0,1364.0,1870.0,1101.0,1714.0,2423.0,1427.0,1901.0,2404.0,2341.0,4317.0,7673.0,9180.0,15071.0,22615.0,26110.0,23612.0,27018.0,31646.0,20589.0,301.0
145,1,10.0,14.0,14.0,16.0,31.0,26.0,32.0,26.0,40.0,40.0,39.0,54.0,79.0,76.0,73.0,91.0,79.0,93.0,103.0,69.0,55.0,52.0,54.0,53.0,47.0,34.0,45.0,30.0,18.0,24.0,25.0,22.0,33.0,36.0,47.0,105.0,132.0,298.0,318.0,414.0,497.0,449.0,447.0,446.0,534.0,685.0,1048.0,1171.0,1010.0,1704.0,1656.0,1903.0,2107.0,3569.0,6451.0,5506.0,6805.0,5609.0,4100.0,3374.0,2864.0,2975.0,1516.0,1528.0,1283.0,1351.0,1257.0,1934.0,1259.0,1923.0,2085.0,1445.0,2025.0,2457.0,4033.0,6155.0,8244.0,17701.0,21493.0,27123.0,22963.0,26873.0,32523.0,22765.0,339.0
146,1,12.0,16.0,13.0,13.0,30.0,40.0,33.0,48.0,40.0,42.0,43.0,68.0,59.0,88.0,74.0,120.0,104.0,78.0,90.0,80.0,58.0,63.0,36.0,46.0,51.0,31.0,38.0,33.0,27.0,23.0,14.0,28.0,30.0,34.0,62.0,88.0,134.0,261.0,317.0,400.0,454.0,402.0,468.0,514.0,644.0,590.0,917.0,1091.0,1238.0,1339.0,1702.0,1565.0,2593.0,3643.0,6449.0,6082.0,6148.0,5973.0,3891.0,3301.0,2537.0,2374.0,1687.0,1665.0,1760.0,1175.0,1126.0,1211.0,1341.0,1906.0,1575.0,1788.0,1662.0,2756.0,4544.0,6550.0,9931.0,18101.0,21500.0,28068.0,25333.0,28247.0,29177.0,20868.0,330.0
147,1,17.0,16.0,18.0,10.0,28.0,27.0,29.0,36.0,32.0,46.0,50.0,46.0,68.0,84.0,61.0,95.0,123.0,83.0,85.0,87.0,65.0,69.0,34.0,53.0,37.0,45.0,22.0,45.0,21.0,32.0,17.0,32.0,40.0,57.0,92.0,109.0,126.0,244.0,413.0,480.0,445.0,422.0,509.0,392.0,575.0,766.0,774.0,1290.0,990.0,1383.0,1624.0,2045.0,2419.0,3852.0,6622.0,6596.0,7693.0,5332.0,4121.0,3164.0,2892.0,2057.0,1716.0,1587.0,1671.0,1667.0,1648.0,2562.0,1712.0,2111.0,1843.0,1264.0,1714.0,1994.0,4871.0,6032.0,9783.0,11975.0,18744.0,23464.0,22285.0,23761.0,29745.0,22838.0,347.0
148,1,12.0,12.0,7.0,25.0,19.0,35.0,38.0,47.0,41.0,37.0,39.0,43.0,62.0,62.0,83.0,58.0,90.0,125.0,87.0,95.0,47.0,43.0,64.0,43.0,43.0,44.0,30.0,39.0,23.0,31.0,22.0,23.0,36.0,45.0,57.0,97.0,169.0,227.0,337.0,401.0,485.0,408.0,481.0,398.0,496.0,810.0,954.0,1030.0,1238.0,1578.0,1324.0,1664.0,2473.0,3628.0,6282.0,6320.0,6246.0,5557.0,3949.0,4392.0,3462.0,1878.0,1529.0,1453.0,1950.0,1244.0,1829.0,1816.0,1323.0,1855.0,1459.0,1639.0,1502.0,2685.0,3998.0,7765.0,7159.0,17578.0,21583.0,27436.0,25789.0,27324.0,32580.0,20135.0,326.0
149,1,12.0,16.0,16.0,23.0,30.0,35.0,25.0,36.0,45.0,45.0,46.0,44.0,62.0,89.0,87.0,63.0,80.0,125.0,78.0,100.0,57.0,59.0,47.0,40.0,45.0,38.0,38.0,29.0,22.0,15.0,22.0,18.0,38.0,43.0,78.0,80.0,148.0,247.0,309.0,487.0,388.0,450.0,392.0,402.0,574.0,681.0,905.0,1056.0,1355.0,1588.0,1436.0,2115.0,2440.0,3626.0,5824.0,5954.0,6812.0,5809.0,3809.0,3985.0,2603.0,2561.0,1541.0,1476.0,1576.0,1326.0,1033.0,1910.0,1614.0,1982.0,1634.0,1896.0,1780.0,3359.0,4635.0,7906.0,8198.0,15056.0,24486.0,26953.0,21032.0,27667.0,28194.0,22856.0,350.0
150,1,11.0,16.0,15.0,17.0,21.0,29.0,18.0,29.0,47.0,36.0,56.0,78.0,73.0,66.0,84.0,96.0,100.0,87.0,96.0,77.0,76.0,58.0,52.0,62.0,42.0,42.0,26.0,26.0,20.0,24.0,24.0,23.0,33.0,46.0,50.0,118.0,138.0,208.0,318.0,462.0,495.0,388.0,442.0,452.0,492.0,773.0,978.0,1057.0,1197.0,1566.0,1280.0,1877.0,1991.0,3957.0,5885.0,5014.0,6086.0,5184.0,4328.0,3167.0,2576.0,2506.0,1867.0,1477.0,1445.0,1312.0,2020.0,1676.0,1173.0,1295.0,1954.0,1336.0,1496.0,2912.0,5109.0,6425.0,9222.0,13208.0,22602.0,25721.0,21332.0,26630.0,32548.0,20724.0,324.0
151,1,18.0,14.0,12.0,16.0,27.0,23.0,30.0,49.0,38.0,47.0,43.0,42.0,68.0,94.0,77.0,80.0,88.0,87.0,113.0,95.0,80.0,48.0,58.0,49.0,39.0,45.0,45.0,45.0,16.0,12.0,24.0,38.0,33.0,56.0,79.0,80.0,160.0,258.0,438.0,399.0,540.0,361.0,474.0,355.0,488.0,709.0,909.0,1224.0,1040.0,1309.0,1697.0,1481.0,2521.0,3948.0,6574.0,5769.0,6721.0,5782.0,3791.0,3695.0,2734.0,2190.0,1842.0,1489.0,1684.0,1078.0,1563.0,2013.0,1732.0,1454.0,1654.0,1653.0,1543.0,2979.0,3730.0,7454.0,9335.0,16116.0,22000.0,25728.0,24355.0,28010.0,26639.0,22067.0,345.0
152,1,10.0,9.0,11.0,19.0,26.0,23.0,30.0,36.0,57.0,45.0,47.0,61.0,54.0,85.0,70.0,68.0,92.0,118.0,79.0,68.0,59.0,64.0,47.0,59.0,37.0,36.0,42.0,32.0,28.0,23.0,24.0,22.0,51.0,38.0,60.0,105.0,144.0,240.0,281.0,500.0,462.0,413.0,580.0,448.0,479.0,715.0,1032.0,1099.0,1323.0,1437.0,1192.0,1759.0,2233.0,4089.0,6449.0,5799.0,6685.0,5052.0,3890.0,3859.0,2994.0,2285.0,2153.0,1083.0,1420.0,1246.0,1749.0,1733.0,1979.0,1649.0,1318.0,1044.0,2307.0,2373.0,4193.0,8327.0,6902.0,15323.0,22271.0,29176.0,23191.0,26394.0,24649.0,22395.0,333.0
153,1,9.0,9.0,14.0,19.0,22.0,29.0,30.0,37.0,46.0,48.0,57.0,61.0,61.0,75.0,102.0,111.0,88.0,80.0,104.0,72.0,57.0,66.0,48.0,50.0,45.0,48.0,41.0,41.0,26.0,32.0,23.0,20.0,33.0,42.0,76.0,97.0,173.0,198.0,333.0,500.0,539.0,356.0,466.0,490.0,562.0,644.0,920.0,1276.0,1136.0,1427.0,1391.0,1926.0,2138.0,3647.0,6226.0,6974.0,6207.0,4578.0,4243.0,3957.0,3484.0,2272.0,2224.0,1764.0,1356.0,1675.0,1331.0,1110.0,1235.0,1491.0,2097.0,1432.0,2482.0,2915.0,4734.0,6531.0,9441.0,17063.0,20382.0,28156.0,20972.0,24779.0,29817.0,22156.0,291.0
154,1,17.0,8.0,10.0,20.0,27.0,22.0,31.0,29.0,40.0,57.0,66.0,51.0,82.0,67.0,76.0,63.0,106.0,79.0,73.0,76.0,63.0,70.0,66.0,43.0,45.0,44.0,26.0,29.0,26.0,20.0,25.0,27.0,33.0,44.0,58.0,100.0,137.0,225.0,474.0,495.0,426.0,410.0,504.0,439.0,465.0,596.0,817.0,1365.0,1033.0,1272.0,1403.0,1671.0,1892.0,3862.0,6792.0,5516.0,7178.0,5044.0,3841.0,4123.0,2199.0,2393.0,2010.0,1322.0,1192.0,1432.0,1576.0,1501.0,1562.0,1215.0,2086.0,1602.0,2101.0,3009.0,3356.0,7484.0,8209.0,14976.0,19733.0,23813.0,22679.0,28415.0,30577.0,23433.0,371.0
155,1,10.0,7.0,12.0,21.0,29.0,31.0,33.0,28.0,40.0,43.0,39.0,62.0,63.0,74.0,111.0,91.0,90.0,89.0,92.0,64.0,46.0,63.0,47.0,47.0,41.0,35.0,35.0,22.0,27.0,39.0,26.0,24.0,34.0,51.0,40.0,117.0,140.0,201.0,354.0,490.0,422.0,388.0,435.0,458.0,532.0,665.0,867.0,1034.0,1137.0,1624.0,1595.0,1851.0,2177.0,4232.0,6689.0,6606.0,7234.0,5172.0,3582.0,3428.0,2434.0,2353.0,1941.0,1879.0,1644.0,1490.0,1113.0,1719.0,1292.0,2021.0,1453.0,1253.0,1606.0,2893.0,5183.0,8145.0,8465.0,15264.0,19683.0,26956.0,25577.0,30359.0,29178.0,23592.0,310.0
156,1,12.0,9.0,21.0,16.0,27.0,25.0,44.0,24.0,49.0,48.0,48.0,57.0,68.0,68.0,81.0,67.0,90.0,84.0,67.0,96.0,59.0,60.0,46.0,38.0,50.0,33.0,41.0,36.0,15.0,20.0,30.0,23.0,31.0,47.0,57.0,87.0,122.0,225.0,291.0,359.0,426.0,436.0,431.0,518.0,504.0,510.0,1032.0,1093.0,1223.0,1134.0,1314.0,1694.0,2326.0,3979.0,6888.0,6565.0,6447.0,5197.0,4546.0,4152.0,2752.0,1799.0,2163.0,1748.0,1508.0,1496.0,1730.0,1483.0,1192.0,1767.0,1831.0,1858.0,1847.0,3143.0,4181.0,7661.0,8434.0,17281.0,21971.0,27663.0,24713.0,26830.0,32023.0,20565.0,317.0
157,1,14.0,11.0,14.0,15.0,28.0,30.0,29.0,35.0,29.0,48.0,49.0,51.0,68.0,54.0,80.0,102.0,122.0,74.0,79.0,89.0,77.0,58.0,60.0,57.0,53.0,51.0,36.0,29.0,31.0,26.0,25.0,20.0,30.0,37.0,67.0,80.0,137.0,231.0,361.0,474.0,388.0,415.0,420.0,421.0,479.0,568.0,1067.0,984.0,1107.0,1492.0,2058.0,1664.0,2315.0,3819.0,6713.0,6677.0,6313.0,5274.0,3909.0,3988.0,3412.0,2227.0,1524.0,1484.0,1449.0,1424.0,1819.0,1525.0,1623.0,1524.0,1645.0,2012.0,1970.0,2626.0,3165.0,7893.0,8438.0,15953.0,21013.0,32193.0,24119.0,24854.0,30637.0,22906.0,363.0
158,1,13.0,7.0,12.0,16.0,15.0,26.0,25.0,30.0,41.0,44.0,54.0,65.0,49.0,68.0,73.0,83.0,100.0,101.0,73.0,89.0,68.0,69.0,52.0,48.0,48.0,48.0,30.0,40.0,23.0,20.0,19.0,24.0,36.0,38.0,68.0,88.0,161.0,172.0,275.0,398.0,537.0,445.0,456.0,481.0,570.0,681.0,1063.0,1240.0,1238.0,1502.0,1184.0,1692.0,1964.0,4219.0,6476.0,6048.0,6219.0,5615.0,3565.0,3802.0,2524.0,2731.0,2177.0,1728.0,1531.0,1712.0,2190.0,1944.0,978.0,1490.0,1522.0,1432.0,1950.0,2733.0,3540.0,7516.0,8343.0,15577.0,21315.0,28218.0,19576.0,27163.0,27736.0,20970.0,329.0
159,1,7.0,11.0,25.0,15.0,30.0,34.0,33.0,43.0,36.0,49.0,39.0,40.0,53.0,70.0,68.0,81.0,73.0,100.0,101.0,79.0,75.0,68.0,51.0,53.0,32.0,52.0,37.0,32.0,25.0,38.0,16.0,22.0,33.0,44.0,50.0,94.0,144.0,252.0,321.0,518.0,482.0,398.0,411.0,376.0,490.0,701.0,1073.0,837.0,1242.0,1196.0,1680.0,1577.0,1936.0,3719.0,6334.0,6166.0,8134.0,5358.0,4174.0,3522.0,3086.0,2341.0,1665.0,1312.0,1616.0,1082.0,1731.0,1610.0,1800.0,1837.0,1692.0,1529.0,2482.0,2832.0,3758.0,7788.0,7887.0,15656.0,24383.0,28969.0,20628.0,28025.0,29971.0,22967.0,352.0
